venue_id,slug,venue_name,alternate_names,venue_type,claim_status,listing_status,is_verified,country,region,city,area,full_address,postal_code,latitude,longitude,google_maps_url,directions_short,phone_primary,phone_secondary,email,website_url,facebook_url,instagram_url,viber_url,reclub_url,external_booking_url,external_booking_provider,court_count,indoor_outdoor,covered_uncovered,surface_type,has_dedicated_lines,has_permanent_nets,has_open_play,has_coaching,has_court_rental,is_beginner_friendly,allows_walkins,amenity_air_conditioning,amenity_tournament_lighting,amenity_parking,amenity_showers,amenity_lockers,amenity_seating_area,amenity_water_refill,amenity_cafe_food,amenity_paddle_rental,amenity_pro_shop,amenity_wifi,amenity_covered_terrace,price_from_amount,price_from_unit,price_from_label,additional_rates,pricing_currency,pricing_notes,pricing_last_verified_at,hours_monday_open,hours_monday_close,hours_monday_note,hours_tuesday_open,hours_tuesday_close,hours_tuesday_note,hours_wednesday_open,hours_wednesday_close,hours_wednesday_note,hours_thursday_open,hours_thursday_close,hours_thursday_note,hours_friday_open,hours_friday_close,hours_friday_note,hours_saturday_open,hours_saturday_close,hours_saturday_note,hours_sunday_open,hours_sunday_close,hours_sunday_note,hours_timezone,hours_last_verified_at,custom_tagline,custom_highlights,custom_caveats,editorial_note,main_image_url,gallery_image_urls,image_credits,source_urls,data_completeness,data_quality_notes,last_verified_at,primary_pricing_model,booking_slot_minutes,booking_advance_window_days,accepts_walk_ins,pricing_blocks_last_verified_at
ph-the-mills-country-club-pickleball-calamba,the-mills-country-club-pickleball,The Mills Country Club Pickleball,The Mills Country Club; The Mills Pickleball Club; Mills Country Club Canlubang,,unclaimed,published,FALSE,Philippines,,Calamba,Canlubang (Carmelray Industrial Park),"Unity Road, Carmelray Industrial Park, Barangay Canlubang, Calamba City, Laguna 4028",,,,https://maps.google.com/?q=The+Mills+Country+Club+Canlubang,,945 268 2937,(6349) 502-8000,ask@themillscountryclub.com.ph / inquiry@themillscountryclub.com.ph,https://www.themillscountryclub.com.ph/,https://www.facebook.com/TheMillsCountryClubInc/,,,,,,,,covered,likely hard,unknown,unknown,TRUE,TRUE,unknown,TRUE,unknown,TRUE,TRUE,TRUE,TRUE,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,,,Membership / Guest Pass,,PHP,Private club — membership or guest access required. Contact for current rates. | p175 Nonie Llanes 0920-982-3245,,,,,18:00,21:00,,,,,18:00,21:00,,,,,,,,18:00,21:00,,Asia/Manila,,"Private country club in Canlubang Calamba with The Mills Pickleball Club running every Sunday — beginner-friendly, 'just bring your energy'.","Established 1990s country club with Sunday Pickleball Club (no experience needed)|beginner-friendly|full country club amenities (basketball, badminton, tennis, bowling, billiards, pool, gym)|45 min from Makati via SLEX|welcoming Sunday community",Private club — guest pass or membership typically required|limited to Sunday pickleball programming (no daily play)|court count not publicly listed,"Private country club in Canlubang (technically Calamba, though historically called Canlubang). The Mills Pickleball Club runs every Sunday. 45-min drive from Makati via SLEX Silangan Exit.",https://drive.google.com/file/d/1jrOtS-lp6l7pDr9va-ACdOKXgDiHKrYj/view?usp=drive_link,https://drive.google.com/file/d/1OCzibqjZYCHEcwtIP2lyf_nXk7xqGtfo/view?usp=drive_link,,https://www.themillscountryclub.com.ph/the-mills-pickle-ball-club/|https://www.facebook.com/TheMillsCountryClubInc/,needs_review,missing price | Saturday hours unknown,,membership,,,unknown,
ph-san-pedro-pickleball-club-the-garage-san-pedro,san-pedro-pickleball-club-the-garage,San Pedro Pickleball Club (The Garage),The Garage San Pedro; San Pedro PB Club,,unclaimed,published,FALSE,Philippines,,San Pedro,San Pedro Laguna,"The Garage, San Pedro, Laguna",,,,https://maps.app.goo.gl/AE91cYUvhxrMHZVMA,,Via Reclub DM,or 09772829096 (pickleball.ph),sanpedropickleballclub@gmail.com,,https://www.facebook.com/profile.php?id=61563762964244,,,https://reclub.co/clubs/@san-pedro-pickleball-club,,,,indoor,covered,hard,unknown,unknown,TRUE,TRUE,unknown,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Session,,PHP,Reclub-managed session pricing. Check active meets for current rates.,,,,7:00 PM - 11:00 PM (Open Play),,,,,,,,,1:00 PM - 5:00 PM (Open Play),,,,18:00,22:00,,,,,Asia/Manila,,Active San Pedro Pickleball Club at 'The Garage' with 3x weekly open play (Mon/Thu/Sat) managed via Reclub.,Community-run San Pedro club|3 weekly open play sessions (Monday/Thursday/Saturday)|Reclub-managed for easy booking|central San Pedro Laguna location|affordable community vibe|welcoming to all skill levels,Converted garage space (not purpose-built)|limited to 3 weekly sessions|exact address requires Google Maps link via Reclub,,https://drive.google.com/file/d/1x92ijAsjEqkuy7-ztHPXugEKXKFjrezt/view?usp=drive_link,,,https://reclub.co/clubs/@san-pedro-pickleball-club|https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/calabarzon/san-pedro/the-garage-san-pedro,needs_review,missing price | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-solaire-resort-north-outdoor-fitness-deck-pickleball-quezon-city,solaire-resort-north-outdoor-fitness-deck-pickleball,Solaire Resort North Outdoor Fitness Deck Pickleball,Solaire North Pickleball; Solaire North QC PB; Solaire Outdoor Fitness Deck,resort,unclaimed,published,FALSE,Philippines,Metro Manila,Quezon City,Vertis North (Bagong Pag-asa),"Solaire Resort North, North Avenue (Vertis North Ayala Land development), Bagong Pag-asa, Quezon City 1105",,,,https://maps.google.com/?q=Solaire+Resort+North+Vertis+North+Quezon+City,,Solaire Resort North Health Club hotline (local 67063) / Main: (02) 8888-8888,,unknown,https://sn.solaireresort.com/,https://www.facebook.com/SolaireResort/,unknown,,unknown,https://sn.solaireresort.com/experience/outdoor-fitness-deck,custom,,outdoor,,hard (premium tournament-grade),unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,Complimentary for In-House Guests,,PHP,"Complimentary for in-house guests including paddle and ball rental, lockers, wellness facility access. Up to 4 invited non-in-house guests free. Maximum 8 players per registered room.",,,,Hotel guest schedule (2-hour slots),,,Hotel guest schedule,,,Hotel guest schedule,,,Hotel guest schedule,,,Hotel guest schedule,,,Hotel guest schedule (peak),,,Hotel guest schedule (peak),Asia/Manila,,"Solaire Resort North Outdoor Fitness Deck Pickleball at Vertis North Quezon City - exclusive 5-star IR pickleball court for in-house hotel guests, complimentary paddle/ball rental, 2-hour reservation slots via Health Club hotline (local 67063).","Premium 5-star Solaire IR setting; complimentary in-house guest access including paddle/ball rental; Vertis North central QC location; full IR amenities (gym, spa, restaurants, casino); 38-story tower views; second pickleball court planned for full Health Club build-out; staycation combined with PB",STRICTLY HOTEL GUESTS ONLY (with 4-guest invitation cap); private play only - inquire directly with Solaire; reservation must be made by in-house guest via Health Club hotline; outdoor weather-dependent; 2-hour slot maximum; premium hotel rate required for access,"Solaire Resort North's exclusive in-house guest pickleball court at the Outdoor Fitness Deck. According to Inside Asian Gaming (IAG), full health club build-out includes Jacuzzis, cold plunge pools, experiential showers, basketball court, TWO pickleball courts (currently 1 active), health spa, and rehabilitation center. Located atop Vertis North precinct in QC, about an hour drive from sister Solaire Resort Entertainment City Parañaque. Premium 5-star resort experience.",https://drive.google.com/file/d/1BBa0SatN4_4hJ3dpkYtc-0-nIJqK0iJ2/view?usp=drive_link,https://drive.google.com/file/d/1VDVk6dd6mI4LkpqX36wGj2HrbmzV1a8q/view?usp=drive_link|Unknown|Unknown,,https://sn.solaireresort.com/experience/outdoor-fitness-deck|https://sn.solaireresort.com/experience/health-club|unknown,complete,,,membership,,,unknown,
ph-solaire-sports-club-pickleball-paranaque,solaire-sports-club-pickleball,Solaire Sports Club Pickleball (Entertainment City Parañaque),Solaire Resort EC PB; Solaire Sports Club; Solaire Entertainment City Pickleball,resort,unclaimed,published,FALSE,Philippines,Metro Manila,Parañaque,Entertainment City (Tambo),"Solaire Sports Club, Solaire Resort Entertainment City, 1 Aseana Avenue, Tambo, Parañaque City 1701",,,,https://maps.google.com/?q=Solaire+Sports+Club+Entertainment+City+Paranaque,,(02) 8888-8888 (Solaire reservations),,unknown,https://sec.solaireresort.com/experience/solaire-sports-club,https://www.facebook.com/SolaireResort/,unknown,,unknown,https://sec.solaireresort.com/experience/solaire-sports-club,custom,,indoor,covered,premium hard tournament-grade,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1000,,Per Hour (Court Rental),,PHP,"Walk-ins: PHP 1,200/hour. In-house Solaire guests: PHP 1,000/hour. Both rates good for up to 4 players. Max 2 additional players at PHP 200/person each. PHP 500 non-refundable reservation fee required to confirm booking (will be applied to your bill on visit). Racket rental PHP 200/person (complimentary for Sports Club members).",2026-05-14,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,07:00,00:00,,Asia/Manila,,"Solaire Sports Club at Solaire Resort Entertainment City Parañaque - first IR sports facility in PH with pickleball + padel + golf simulation, walk-ins PHP 1,200/hour, daily 7am-12mn, professional coaching available.",First sports facility within an Integrated Resort in PH; OPEN TO WALK-INS (unlike Solaire North); premium PB + padel + golf simulation triple offering; professional coaching available; daily 7am-12mn (long hours); 20% F&B discount via The Side Court; Solaire Rewards Club integration; locker rooms and shower facilities; 5-star resort amenities adjacent,"Premium pricing PHP 1,200/hr walk-ins; PHP 500 non-refundable reservation fee; athletic attire and non-marking shoes required; reservations held only 10 minutes; entertainment city Parañaque location may require longer travel from north Metro Manila","Solaire Sports Club is a fully-public sports facility within Solaire Resort Entertainment City Parañaque. Unlike Solaire North's in-house-only Outdoor Fitness Deck, this facility is open to all walk-in guests, hotel guests, and Solaire Rewards Club members. Premium courts for pickleball, padel, and golf simulation. Professional coaching available for both pickleball and padel. PHP 500 non-refundable reservation fee applies (deducted from final bill). The Side Court restaurant offers 20% discount for Sports Club guests.",https://drive.google.com/file/d/1AGFovl689x6rcpmtivjqWGeNkJrEvm79/view?usp=drive_link,https://drive.google.com/file/d/1GPHS85RY-uUEA4uc3YHTHJuypUlCMFsk/view?usp=sharing|Unknown|Unknown,,https://sec.solaireresort.com/experience/solaire-sports-club|unknown,needs_review,,2026-05-14,court_hour,,,unknown,
ph-vital-mpact-gym-pickleball-cubao-quezon-city,vital-mpact-gym-pickleball-cubao,Vital Mpact Gym Pickleball Cubao,Vital Mpact Cubao; Vital Mpact Basketball Court PB,multi_sport_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Quezon City,Brgy. San Martin de Porres (Cubao),"Vital Mpact Basketball Court, 57 P. Tuazon Boulevard, Brgy. San Martin de Porres, Cubao, Quezon City 1109",,,,https://maps.app.goo.gl/cSS5RPH8qZWnii5r9,,FB contact +63 917 318 1838,,vmsportsfitness@gmail.com,unknown,https://www.facebook.com/profile.php?id=61577365771681,https://www.instagram.com/vitalmpactph?igsh=czRwbWp1bmR5aGQ4&utm_source=qr&fbclid=IwY2xjawRmejBleHRuA2FlbQIxMABicmlkETFhcUZiTVdGUk9RWWZKZWh4c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHunPTngvv-O2P9Q3N9E2FUKhIeARgURXydCrSI5pk3HzxYikEh_hijhJElUY_aem_oUUVxY0-D6ucRgp9BnpuXQ,,https://reclub.co/m/PSBNJL,unknown,custom,,indoor,covered,"taraflex (premium synthetic, itf-grade typical)",unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,250,,Per Reclub OP Session | check fb posted,,PHP,"Check Reclub event/can book directly to their fb account, prices is publicly posted.",2026-05-14,,,Reclub 2-hour Open Play (Rainier See + friends),,,Reclub schedule,,,Reclub schedule,18:00,21:00,After-Office Game OP 6PM-9PM (Beginner Friendly),,,Reclub schedule,,,Reclub schedule,,,Reclub schedule,Asia/Manila,,"Vital Mpact Gym Cubao Pickleball at 57 P. Tuazon Blvd Brgy San Martin de Porres - 1 indoor Taraflex court with Mon and Thu Reclub Open Plays (Beginner-friendly), GCash 0915-883-5660, PHP 100 paddle rental, charity proceeds to NGO/stray feeders.","Premium TARAFLEX flooring (ITF-grade synthetic, gentler on joints than concrete); central Cubao QC location near Gateway Cubao and Smart Araneta Coliseum; charity-driven Open Plays (NGO/stray feeder year-end donations); FREE PARKING; shower available; well-ventilated indoor space; affordable PHP 100 paddle rental; 1 free extra paddle; Reclub-active beginner-friendly community; Mon + Thu structured OPs",Single indoor court (limited capacity); Reclub OP-dependent scheduling (no walk-ins typical); pay-before-play with no refunds; basketball court repurposed (not dedicated PB venue); narrow availability outside scheduled OPs,"Vital Mpact is a wellness/fitness center in Cubao QC at 57 P. Tuazon Blvd. The basketball court is repurposed for pickleball with Taraflex flooring (premium synthetic court surface). Single indoor court hosts community Open Plays. Charity-driven model with year-end donations to NGOs/stray feeder groups. Located near Chocolate Lover Inc, 1.5 km from Smart Araneta Coliseum and Gateway Cubao. Free parking, shower available, well-ventilated space, free extra paddle for use.",https://drive.google.com/file/d/1hy0mMY7zR5SI6KWtVLDQQwrdnK822U8Z/view?usp=sharing,Unknown|Unknown|Unknown,,https://reclub.co/m/PSBNJL|https://www.facebook.com/profile.php?id=61577365771681|unknown,needs_review,,2026-05-14,session_per_player,,,unknown,
ph-pickler-s-lounge-at-ayala-malls-cloverleaf-quezon-city,pickler-s-lounge-at-ayala-malls-cloverleaf,Pickler's Lounge at Ayala Malls Cloverleaf,Picklers Lounge Cloverleaf; First Indoor PB Courts in QC; Picklers Lounge Balintawak,mall_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Quezon City,Balintawak (3F Ayala Malls Cloverleaf),"3rd Floor, near DIY area, Ayala Malls Cloverleaf, EDSA corner Cloverleaf Avenue, Balintawak, Quezon City 1106",,,,https://maps.google.com/?q=Ayala+Malls+Cloverleaf+Balintawak+Quezon+City,,Via Reclub @picklers-lounge,,unknown,unknown,https://www.facebook.com/profile.php?id=61575867447757,https://www.instagram.com/picklers_lounge/,,https://reclub.co/m/412074,https://reclub.co/m/412074,reclub,,indoor,covered,hard (premium mall flooring),unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Reclub OP Session,,PHP,Strict payment deadlines: every 9pm and 11am starting Wed 9pm until all 30 players paid. Saturday deadlines minimized to 1 hour. Waitlisted players: do not pay until accepted into confirmed list. Missing payment deadline = moved to ON HOLD due to inactivity. Slots transferable but no refunds.,2026-05-14,10:00,22:00,,10:00,22:00,,10:00,22:00,,10:00,22:00,,,,10:00AM - 11:00PM),,,10:00AM - 11:00PM),10:00,14:00,10:00AM - 11:00PM),Asia/Manila,,"Pickler's Lounge at 3F Ayala Malls Cloverleaf Balintawak QC - first private indoor pickleball facility in QC, 3 AC courts, Sunday Open Play 10am-2pm Win-Lose Format 30 players, Reclub-managed.","FIRST private indoor pickleball-dedicated facility in Quezon City; 3 courts (good capacity); AC mall environment (premium QC summer comfort); Sunday Win-Lose Format Open Play (great for skill development through varied opponents); 3F Ayala Malls Cloverleaf central north QC location; full mall amenities (food, parking, retail, restrooms); part of Ayala Malls PickleMall network; mall-hour security; 30-player Sunday OP capacity",Sunday-only confirmed OP (other days schedule unclear); strict payment deadline system (Wed-Sat 9pm/11am cycle); no refunds (slots transferable only); mall-hour limited operating times; first-come pay-first ON HOLD policy strict,"Pickler's Lounge is the FIRST private indoor pickleball-dedicated facility in Quezon City, located 3F Ayala Malls Cloverleaf in Balintawak. AC-cooled mall environment. 3 courts. Sunday Open Plays operate Win-Lose Format with rotating players to expose participants to various playing styles. Payment deadline system: every 9pm and 11am starting Wed 9pm until all 30 players have paid. Strict pay-first policy. Slots transferable but not refundable.",https://drive.google.com/file/d/1hShvwwAnlQSOJcGsVZG7f6hlco4vYLlX/view?usp=drive_link,https://drive.google.com/file/d/1YIZfx3aGjHXjy1WW2qpgUOoEPLVrlPFX/view?usp=drive_link|https://drive.google.com/file/d/1jc8aENQhMYRfGKebUsaQbTqMtvICL5d3/view?usp=drive_link|unknown,,https://reclub.co/m/412074|https://www.tiktok.com/discover/where-to-play-pickleball-in-quezon-city|unknown,needs_review,,2026-05-14,session_per_player,,,unknown,
ph-activate-sports-ph-one-ayala-makati,activate-sports-ph-one-ayala,Activate Sports PH One Ayala (Makati),Activate One Ayala; One Ayala Pickleball Club; Activate Sports One Ayala Level 2,mall_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Makati,Ayala Center (One Ayala mall),"Activate Sports PH, Level 2, One Ayala (East Tower), Ayala Avenue corner EDSA, Makati City 1226",,,,https://maps.google.com/?q=One+Ayala+Makati+Ayala+Avenue,,"Via FB Activate Sports PH One Ayala 
0915 091 6858 or oneayalapickleball page",,activatesportsph@gmail.com,unknown,https://www.facebook.com/oneayalapickleball/,https://www.instagram.com/activatesportsph/,,unknown,https://www.venyu.ph/venue/one-ayala-pickleball-club,custom,,indoor,,hard (premium mall flooring),unknown,unknown,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Hour (premium franchise),,PHP,Premium franchise pricing. Booking via Venyu.ph or directly with One Ayala PB Club.,2026-05-14,10:00,21:00,Mall schedule,10:00,21:00,Mall schedule,10:00,21:00,Mall schedule,10:00,21:00,Mall schedule,10:00,21:00,Mall schedule,10:00,21:00,Mall schedule,10:00,21:00,Mall schedule,Asia/Manila,,"Activate Sports PH One Ayala at Level 2 One Ayala Mall Makati - opened March 2025, home court of One Ayala Pickleball Club, premium Activate franchise with certified coaches, AC indoor mall facility.",Premium ACTIVATE SPORTS PH franchise (sister to Lucena and Alabang); home court of ONE AYALA PICKLEBALL CLUB; central Ayala Center Makati location (Ayala Avenue corner EDSA); Level 2 One Ayala mall - premium Ayala Land flagship; AC indoor environment; certified Activate coaches; full mall amenities; PickleMall network member; opened March 2025 (modern facility); BGC commuter friendly via EDSA,Premium pricing (Activate franchise rate); One Ayala mall-hour limited; reservation/booking via Venyu.ph or FB required; Makati Ayala traffic during peak hours; popular Open Plays may have waiting lists,"Activate One Ayala opened March 1, 2025 as the home court of One Ayala Pickleball Club. Located at Level 2 of One Ayala (Ayala Avenue corner EDSA), the latest premium Ayala Land mall development. Part of growing Activate Sports PH franchise network. Indoor AC environment - convenient for Ayala Center workers and BGC commuters via EDSA. Premium pickleball facility with certified coaches. Ayala Malls PickleMall network member.",https://www.facebook.com/reel/9837836232992567,https://drive.google.com/file/d/1ySNjRpukVVjq5teyze6UDf03tIhQiDbA/view?usp=sharing|unknown|unknown,,https://www.facebook.com/oneayalapickleball/|https://www.facebook.com/p/Activate-One-Ayala-61572980083102/|unknown,needs_review,,2026-05-14,court_hour,,,unknown,
ph-activate-skypark-festival-mall-alabang-pickleball-muntinlupa,activate-skypark-festival-mall-alabang-pickleball,Activate Skypark Festival Mall Alabang Pickleball,Activate Skypark; Activate Festival Mall; Activate Skypark Alabang,mall_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Muntinlupa,Alabang (Festival Mall - Skypark),"Activate Skypark, Festival Mall, Filinvest City, Alabang, Muntinlupa City 1781",,,,https://maps.google.com/?q=Festival+Mall+Alabang+Skypark,,Via Activate Sports PH FB Skyparks 09150916859,,unknown,unknown,https://www.facebook.com/activatesportsph/,https://www.instagram.com/activatesportsph/,,unknown,https://reclub.co/clubs/@activate-skypark-alabang,reclub,,indoor,covered,hard (premium ac indoor),unknown,unknown,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,,,Per Hour (premium franchise),,PHP,See schedules and join Open Play via Reclub app. Premium Activate Sports PH franchise pricing.,,,,Mall schedule + Reclub OPs,,,Mall schedule + Reclub OPs,,,Mall schedule + Reclub OPs,,,Mall schedule + Reclub OPs,,,Mall schedule + Reclub OPs,,,Mall schedule + Reclub OPs,,,Mall schedule + Reclub OPs,Asia/Manila,,"Activate Skypark Festival Mall Alabang - 2 indoor AC courts at Festival Mall rooftop Skypark, Activate Sports PH franchise sister venue, Reclub-managed Open Plays, friendly staff and full mall amenities.","Activate Sports PH FRANCHISE (premium quality with sister venues Activate One Ayala and Activate Lucena); 2 INDOOR AC COURTS (premium for hot south Metro Manila); rooftop Skypark setting at Festival Mall Alabang; FRIENDLY STAFF (per TikTok review); seats and waiting area; full Festival Mall amenities (food, restrooms, parking); central south Metro Manila access; Reclub-managed bookings; certified Activate coaching",Premium franchise pricing; only 2 courts (limited capacity); mall-hour limited; Festival Mall traffic during weekends; Reclub app booking required,"Activate Skypark at Festival Mall Alabang's rooftop Skypark - 2 indoor AC courts. Part of growing Activate Sports PH franchise network. Reclub-managed open plays. Festival Mall Filinvest City Alabang - major south Metro Manila lifestyle destination with skating rink, theme park, F&B, retail. Skypark is the rooftop entertainment level. Convenient for south Metro Manila/Las Pinas/Bacoor commuters.",,unknown|unknown|unknown,,https://www.tiktok.com/discover/where-to-play-pickleball-in-manila|https://www.facebook.com/activatesportsph/|unknown,needs_review,,,court_hour,,,unknown,
ph-goldentop-sports-center-pandacan-manila,goldentop-sports-center-pandacan,Goldentop Sports Center Pandacan Manila,GoldenTop Sports Center; Goldentop Pandacan; Goldentop PB,dedicated_pickleball,unclaimed,published,FALSE,Philippines,Metro Manila,Manila,Pandacan,"GoldenTop Sports Center, 2325 Beata Street, Pandacan, Manila 1011",,,,https://maps.google.com/?q=2325+Beata+Street+Pandacan+Manila,,Via Instagram @goldentopsportscenter or Reclub,,goldentopsportscenter@gmail.com,unknown,unknown,https://www.instagram.com/goldentopsportscenter/,,https://reclub.co/clubs/@goldentop-sports-center,https://reclub.co/clubs/@goldentop-sports-center,reclub,,indoor,covered,hard (premium indoor),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,TRUE,unknown,TRUE,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Per Reclub OP Session,,PHP,Pay-first policy. GCash/Maya 0919 084 7585 or BDO 0137 1001 4748. No refund 4 hours before open play. Confirmed only after payment and screenshots uploaded in Reclub payments tab. Magnetic name plate queuing system. First to 11 points scoring format.,,,,Reclub schedule (DUPR-rated),,,Reclub schedule,,,Reclub schedule,,,Reclub schedule,,,Reclub schedule,,,Reclub schedule,,,Reclub schedule (multiple OP sessions),Asia/Manila,,"Goldentop Sports Center Pandacan Manila at 2325 Beata Street - NEW 4 indoor courts (grand opened Nov 29 2025), DUPR-rated Reclub Open Plays (Beginner to Advance), warm owners, GCash 0919 084 7585.","BRAND NEW indoor PB facility (soft opened Nov 2025, grand opened Nov 29 2025); 4 INDOOR COURTS (good capacity); modern facility; warm welcoming owners (per TikTok review); structured DUPR-rated Open Plays (Beginner to Advance); shower available; comfort room; central Pandacan Manila location; Magnetic name plate queuing system (well-organized); first-to-11 format; multi-channel payment (GCash/Maya/BDO)",PARKING LIMITED slots (small parking footprint); Court 1 has slightly tight baseline (smaller dimensions per TikTok reviewer); pay-first no-refund policy 4 hours before; new facility (still building reputation),"Goldentop Sports Center is a NEW indoor pickleball facility in Pandacan Manila. 4 indoor courts at 2325 Beata Street Pandacan. Soft opened November 2025 with grand opening on November 29, 2025. Modern courts, slightly tight baseline on Court 1 but manageable per TikTok review. Owners reportedly warm and welcoming. Beginner to Advance DUPR-rated Open Plays via Reclub. Pay-first policy via GCash 0919 084 7585 or BDO 0137 1001 4748. Win/Lose format with magnetic name plate queuing system. First to 11 points scoring. Court shoes and protective eyewear recommended.",https://drive.google.com/file/d/19imZz3bbk0w45oQ0qT5UBJKBDNoC6arN/view?usp=drive_link,https://drive.google.com/file/d/1WZkw4F7u9LWcf0yEr_R2Hgc72cWmOKL9/view?usp=sharing|unknown|unknown,,https://reclub.co/clubs/@goldentop-sports-center|https://www.instagram.com/goldentopsportscenter/|unknown,needs_review,,,session_per_player,,,unknown,
ph-the-court-by-balara-quezon-city,the-court-by-balara,The Court by Balara (24-Hour Pickleball Quezon City),The Court Balara; 24-Hour Pickleball QC; Balara Pickleball Court,dedicated_pickleball,unclaimed,published,FALSE,Philippines,Metro Manila,Quezon City,Brgy. Matandang Balara (Road 3),"The Court by Balara, Road 3, Barangay Matandang Balara, Quezon City 1119",,,,https://maps.google.com/?q=Road+3+Matandang+Balara+Quezon+City,,63 917 539 4822,,courtbybalara@gmail.com,https://balara.simplybook.me/v2/?fbclid=IwY2xjawRmo1pleHRuA2FlbQIxMABicmlkETFaYm9OTzVwS1dXb0lGZ1d3c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmoGmDWUV5QqBNqZMHzhbpVu45eJCVUQxlLdI3sGXw9NVagVc6TTroc5SOjM_aem_fFTz1hcztRakFNAeZhGl7A,https://www.facebook.com/thecourtbybalara,unknown,,unknown,https://balara.simplybook.me/v2/?fbclid=IwY2xjawRmo1pleHRuA2FlbQIxMABicmlkETFaYm9OTzVwS1dXb0lGZ1d3c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHmoGmDWUV5QqBNqZMHzhbpVu45eJCVUQxlLdI3sGXw9NVagVc6TTroc5SOjM_aem_fFTz1hcztRakFNAeZhGl7A,simplybook,,mixed,covered,hard (colorful surface treatment),unknown,unknown,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0917,,Per Hour / Per Session,,PHP,Pricing not in public PB directories. Contact 0917 539 4822 directly.,,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,Asia/Manila,,"The Court by Balara at Road 3 Matandang Balara Quezon City - the most colorful 24-HOUR pickleball court in QC with dedicated lines, dinking wall, AC lounge, and coffee service, phone 0917 539 4822.","OPEN 24/7 (unique among Metro Manila PB venues); MOST COLORFUL PB COURT IN QC; DEDICATED PB LINES (not converted from another sport); DINKING WALL (rare drill amenity for skill development); AC LOUNGE for breaks; COFFEE SERVED; perfect for late night players, shift workers, early morning trainers; central Brgy Matandang Balara (near UP Diliman, La Mesa Eco Park)",Pricing requires direct phone contact (0917 539 4822); newer venue still building public review base; specific court count not publicly verified,"The Court by Balara is the FIRST 24-hour pickleball court in Quezon City and one of the most colorful PB venues in the metro. Located in Brgy Matandang Balara (near UP Diliman/La Mesa Eco Park area). Features dedicated PB lines, a dinking wall (rare drill amenity), AC lounge, and coffee service. Perfect for shift workers, late-night players, or early morning training. UNIQUE 24/7 OPERATION sets it apart from all other Metro Manila PB venues.",https://drive.google.com/file/d/1KMfdJOJjsZq_3UTtxDu4Ekv1PngjCIIY/view?usp=drive_link,https://drive.google.com/file/d/1pvhx3r1f8nPdl9kLgpQvaLIRiAvMeiGK/view?usp=drive_link|unknown|unknown,,https://www.tiktok.com/discover/where-to-play-pickleball-in-quezon-city|unknown,complete,,,court_hour,,,unknown,
